Number_of_Vehicles,Engine_CC_Mean,Speed_limit,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Urban_or_Rural_Area,Day_of_Week,Hour,Accident_Severity
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Serious
0,0.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,498.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Wednesday,0,Fatal
0,1998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2124.0,60.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1995.0,70.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1769.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Sunday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Other,Wet or damp,Darkness - lights unlit,Urban,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Slight
0,1895.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Wednesday,0,Slight
0,1157.0,30.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,2171.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,1242.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,1478.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Serious
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Wednesday,0,Serious
0,1510.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,998.0,70.0,Fine no high winds,Wet or damp,Daylight,Urban,Saturday,0,Slight
0,637.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1390.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Slight
0,0.0,60.0,Raining no high winds,Wet or damp,Darkness - lights lit,Rural,Wednesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1560.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1596.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1910.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,0.0,20.0,Unknown,Data missing or out of range,Daylight,Urban,Friday,0,Serious
0,1560.0,70.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Sunday,0,Slight
0,2248.5,70.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1124.0,40.0,Fog or mist,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Slight
0,2993.0,70.0,Raining no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,1124.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Slight
0,1582.5,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1194.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,8970.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,2151.0,50.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Thursday,0,Slight
0,1898.0,30.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,1947.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,498.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,1753.0,30.0,Other,Dry,Daylight,Urban,Thursday,0,Slight
0,1213.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1587.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,998.0,40.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Serious
0,1558.5,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2188.0,40.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Fatal
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Serious
0,0.0,50.0,Fine no high winds,Frost or ice,Daylight,Rural,Saturday,0,Slight
0,1686.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Sunday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1939.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,1753.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,4250.0,40.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,1607.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,1721.6666666666667,50.0,Raining no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,1288.3333333333333,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Saturday,0,Serious
0,1461.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,3456.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1864.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,2402.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1896.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,553.5,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2401.0,70.0,Raining no high winds,Wet or damp,Daylight,Rural,Sunday,0,Slight
0,1669.0,50.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Monday,0,Slight
0,7447.5,70.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1560.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1093.6666666666667,40.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Serious
0,5861.0,40.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
0,2366.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,1339.0,30.0,Raining no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,999.0,50.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1997.0,70.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Serious
0,675.0,60.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Serious
0,1496.5,70.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,2143.0,30.0,Unknown,Wet or damp,Darkness - lights lit,Urban,Monday,0,Slight
0,0.0,30.0,Unknown,Wet or damp,Darkness - lights lit,Urban,Friday,0,Slight
0,1368.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1173.5,40.0,Fine no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1697.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,125.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1298.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1598.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,1548.5,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Rural,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1795.0,60.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Serious
0,1560.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Serious
0,1997.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,124.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Wednesday,0,Slight
0,1988.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,1909.0,60.0,Fine no high winds,Dry,Darkness - lighting unknown,Rural,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,60.0,Unknown,Wet or damp,Darkness - no lighting,Rural,Sunday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Sunday,0,Serious
0,0.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Thursday,0,Slight
0,1625.6666666666667,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1997.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Wednesday,0,Serious
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1596.0,40.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1296.0,60.0,Other,Wet or damp,Daylight,Rural,Sunday,0,Serious
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,1850.0,70.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1686.0,40.0,Raining no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,2300.0,70.0,Fine no high winds,Wet or damp,Daylight,Rural,Thursday,0,Serious
0,1973.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Slight
0,1248.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,2171.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,3984.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2000.0,70.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1905.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1890.0,70.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1894.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Serious
0,1590.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,125.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,1188.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Saturday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,1590.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,1612.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,1680.0,40.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Serious
0,0.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,8300.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Saturday,0,Serious
0,3226.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1697.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2784.0,40.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine + high winds,Dry,Darkness - lights lit,Rural,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,124.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Monday,0,Slight
0,1560.0,30.0,Snowing + high winds,Snow,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1948.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1870.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1429.5,40.0,Fine no high winds,Wet or damp,Daylight,Urban,Thursday,0,Slight
0,0.0,40.0,Raining no high winds,Wet or damp,Daylight,Urban,Saturday,0,Slight
0,49.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1398.0,60.0,Snowing + high winds,Snow,Daylight,Rural,Monday,0,Slight
0,1998.0,70.0,Raining no high winds,Wet or damp,Darkness - lights lit,Rural,Thursday,0,Slight
0,1061.5,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Sunday,0,Slight
0,4966.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
0,2084.5,60.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Slight
0,0.0,70.0,Other,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Rural,Friday,0,Serious
0,1734.5,40.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,124.0,40.0,Fine no high winds,Wet or damp,Darkness - lights lit,Rural,Monday,0,Slight
0,1596.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1798.0,60.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Serious
0,1397.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1820.5,30.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Serious
0,1482.0,30.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,1997.0,70.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Tuesday,0,Slight
0,1905.0,70.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,2494.0,70.0,Fine no high winds,Wet or damp,Darkness - lights unlit,Rural,Tuesday,0,Slight
0,2254.0,70.0,Raining no high winds,Wet or damp,Darkness - no lighting,Rural,Wednesday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,12882.0,60.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Serious
0,1124.0,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1896.0,60.0,Raining + high winds,Wet or damp,Darkness - lights lit,Rural,Saturday,0,Fatal
0,1149.0,70.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,1598.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Tuesday,0,Serious
0,998.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Saturday,0,Serious
0,1124.0,30.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1394.5,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,49.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Slight
0,1975.5,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Serious
0,0.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Tuesday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1798.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Saturday,0,Slight
0,1658.0,70.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1999.0,60.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Fatal
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,60.0,Fine no high winds,Wet or damp,Darkness - no lighting,Rural,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1197.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,1538.0,70.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
0,0.0,70.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Slight
0,1995.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Wednesday,0,Slight
0,4600.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1622.25,70.0,Raining no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,0.0,40.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Fatal
0,1390.0,70.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,1242.0,60.0,Fine no high winds,Dry,Daylight,Rural,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1984.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,0.0,40.0,Fine no high winds,Wet or damp,Daylight,Rural,Friday,0,Slight
0,0.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Sunday,0,Slight
0,9200.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,125.0,30.0,Fine no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,6696.0,30.0,Raining no high winds,Wet or damp,Darkness - lights lit,Urban,Thursday,0,Slight
0,0.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,1998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,4398.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1700.0,70.0,Fine no high winds,Dry,Daylight,Rural,Tuesday,0,Slight
0,2348.0,30.0,Snowing no high winds,Snow,Daylight,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,1461.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Darkness - lights lit,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,1995.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1242.0,60.0,Fine no high winds,Wet or damp,Daylight,Rural,Sunday,0,Slight
0,1360.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,0.0,40.0,Raining no high winds,Wet or damp,Darkness - no lighting,Urban,Monday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Rural,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Thursday,0,Serious
0,0.0,30.0,Other,Wet or damp,Darkness - no lighting,Rural,Sunday,0,Slight
0,0.0,60.0,Raining no high winds,Wet or damp,Darkness - lights lit,Rural,Tuesday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,0.0,60.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,1883.5,60.0,Fine + high winds,Wet or damp,Daylight,Rural,Thursday,0,Slight
0,1988.0,40.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1861.0,30.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1477.5,30.0,Fine no high winds,Dry,Daylight,Rural,Sunday,0,Slight
0,1896.0,40.0,Fine no high winds,Wet or damp,Darkness - lights lit,Rural,Thursday,0,Slight
0,1597.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Unknown,Dry,Darkness - lighting unknown,Urban,Monday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1587.0,30.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Wednesday,0,Serious
0,1360.0,70.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,1998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,2250.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,1834.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1997.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,0.0,30.0,Fine no high winds,Frost or ice,Daylight,Rural,Tuesday,0,Slight
0,0.0,60.0,Raining no high winds,Wet or damp,Daylight,Rural,Friday,0,Fatal
0,49.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1689.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Friday,0,Serious
0,0.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,0.0,30.0,Raining no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Sunday,0,Slight
0,1896.0,30.0,Fine no high winds,Wet or damp,Darkness - lights lit,Urban,Friday,0,Fatal
0,0.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Thursday,0,Slight
0,1389.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1587.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,1796.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,656.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1947.0,60.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,3428.3333333333335,30.0,Fine no high winds,Dry,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Serious
0,1998.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Saturday,0,Slight
0,998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Monday,0,Slight
0,1598.0,30.0,Other,Wet or damp,Daylight,Rural,Tuesday,0,Slight
0,1086.0,30.0,Fine no high winds,Dry,Darkness - lights lit,Urban,Monday,0,Slight
0,1364.0,60.0,Raining + high winds,Wet or damp,Darkness - no lighting,Rural,Wednesday,0,Slight
0,948.5,50.0,Fine no high winds,Dry,Daylight,Rural,Monday,0,Slight
0,2148.0,30.0,Fine no high winds,Dry,Daylight,Urban,Wednesday,0,Slight
0,1994.0,30.0,Fine no high winds,Dry,Daylight,Urban,Thursday,0,Slight
0,1910.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Serious
0,1669.6666666666667,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Serious
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Tuesday,0,Slight
0,0.0,30.0,Fine no high winds,Wet or damp,Daylight,Urban,Friday,0,Slight
0,0.0,30.0,Fine no high winds,Dry,Daylight,Urban,Saturday,0,Slight
0,2188.5,40.0,Fine no high winds,Dry,Daylight,Rural,Saturday,0,Slight
0,1998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Friday,0,Slight
0,998.0,30.0,Fine no high winds,Dry,Daylight,Urban,Sunday,0,Slight
0,7065.0,50.0,Unknown,Dry,Daylight,Rural,Friday,0,Slight
0,1868.0,40.0,Fine + high winds,Dry,Darkness - lights lit,Urban,Monday,0,Serious
0,999.0,30.0,Fine no high winds,Dry,Daylight,Rural,Thursday,0,Serious
0,6205.0,60.0,Fine no high winds,Dry,Darkness - no lighting,Rural,Wednesday,0,Slight
